"STATION","DATE","DP01","DP10","DP1X","DSND","EMNT","EMXP","EMXT","PRCP","TAVG","TMAX","TMIN"
"USW00023232","2009-05",4,3,0,NA,"9,4","17,8","38,9","25,7","20,4","28,8","11,9"
"USW00023232","2009-06",2,2,0,NA,"11,1","7,6","42,2","14,2","21,7","29,9","13,6"
"USW00023232","2009-07",0,0,0,NA,"11,7","0","41,1","0","24,1","33,7","14,5"
"USW00023232","2009-08",0,0,0,NA,"11,1","0","40","0","23,9","33,1","14,6"
"USW00023232","2009-09",2,1,0,NA,"9,4","2,5","38,9","3,5","23,8","33","14,6"
"USW00023232","2009-10",4,3,1,NA,"4,4","74,7","28,9","82,3","16,7","23,5","10"
"USW00023232","2009-11",4,1,0,NA,"0","4,1","26,1","6,7","11,5","18,4","4,6"
"USW00023232","2009-12",12,7,0,NA,"-5","24,4","16,1","92,7","7,4","11,9","2,9"
"USW00023232","2010-01",15,10,0,NA,"1,1","22,1","17,2","121,8","9","12,3","5,8"
"USW00023232","2010-02",10,7,0,NA,"2,8","16,3","20,6","58,2","11,1","15,6","6,7"
"USW00023232","2010-03",9,4,1,NA,"0,6","34","25,6","75,9","12,1","18,3","5,8"
"USW00023232","2010-04",8,7,0,NA,"2,2","23,1","28,3","67,3","13,1","19,1","7,1"
"USW00023232","2010-05",6,4,0,NA,"3,3","5,8","32,2","19,1","16,4","24","8,8"
"USW00023232","2010-06",0,0,0,NA,"9,4","0","39,4","0","22,5","30,9","14,1"
"USW00023232","2010-07",0,0,0,NA,"11,1","0","38,9","0","23,3","32,8","13,8"
"USW00023232","2010-08",0,0,0,NA,"11,7","0","42,2","0","22,2","31,3","13,1"
"USW00023232","2010-09",1,0,0,NA,"10,6","0,3","38,9","0,3","22,5","31,5","13,6"
"USW00023232","2010-10",6,2,1,NA,"2,8","27,4","34,4","36,5","18,1","24,6","11,5"
"USW00023232","2010-11",8,4,0,NA,"-2,8","22,9","27,2","60,8","11,3","17,7","4,9"
"USW00023232","2010-12",17,13,1,NA,"-2,2","30","17,8","141","10","13,5","6,4"
"USW00023232","2011-01",5,5,0,NA,"-2,8","14,5","21,7","42,4","7,9","12,1","3,6"
"USW00023232","2011-02",8,6,0,NA,"-1,7","24,6","24,4","86,2","9","15,3","2,7"
"USW00023232","2011-03",16,12,2,NA,"0,6","29,7","26,7","176,7","11,9","16,6","7,1"
"USW00023232","2011-04",2,0,0,NA,"1,1","1","26,7","1,5","14,5","21","8"
"USW00023232","2011-05",8,4,0,NA,"6,7","7,9","32,2","26","16,5","23,3","9,8"
"USW00023232","2011-06",4,3,0,NA,"7,8","21,8","38,9","38,1","20,7","28,6","12,8"
"USW00023232","2011-07",0,0,0,NA,"12,2","0","38,9","0","23,7","32,3","15,1"
"USW00023232","2011-08",0,0,0,NA,"12,8","0","36,1","0","23,6","32,9","14,2"
"USW00023232","2011-09",1,0,0,NA,"11,1","0,3","38,9","0,3","23,6","32,9","14,3"
"USW00023232","2011-10",5,4,0,NA,"4,4","17,3","30,6","33,8","18","25,4","10,7"
"USW00023232","2011-11",6,4,0,NA,"1,1","5,8","23,3","18,7","10,8","16,3","5,3"
"USW00023232","2011-12",1,1,0,NA,"-3,9","6,9","22,8","6,9","7,6","14,8","0,3"
"USW00023232","2012-01",5,4,1,NA,"-4,4","31,2","18,9","61,7","8,8","15,8","1,7"
"USW00023232","2012-02",6,4,0,NA,"-0,6","9,4","23,3","23,4","10,7","17","4,4"
"USW00023232","2012-03",12,7,0,NA,"1,1","24,6","23,3","103,3","11,6","17","6,3"
"USW00023232","2012-04",7,4,1,NA,"1,1","29,5","32,2","61,6","15,2","22,1","8,4"
"USW00023232","2012-05",0,0,0,NA,"7,8","0","35,6","0","19,4","27,9","10,9"
"USW00023232","2012-06",1,0,0,NA,"9,4","0,8","40,6","0,8","21,7","30,4","13,1"
"USW00023232","2012-07",1,0,0,NA,"12,2","0,8","41,1","0,8","23,6","33","14,2"
"USW00023232","2012-08",0,0,0,NA,"12,2","0","40,6","0","24,4","34,1","14,6"
"USW00023232","2012-09",0,0,0,NA,"10","0","36,1","0","22,7","32,5","13"
"USW00023232","2012-10",5,3,0,NA,"8,3","20,1","37,2","28,9","18,3","25","11,5"
"USW00023232","2012-11",10,8,1,NA,"1,1","42,7","26,1","100,8","13","18,7","7,2"
"USW00023232","2012-12",11,9,2,NA,"-1,1","32","17,8","156,1","8,4","12,9","4"
"USW00023232","2013-01",4,3,0,NA,"-4,4","14","18,9","24,4","6,7","13,3","0,2"
"USW00023232","2013-02",2,1,0,NA,"-1,1","8,6","21,7","9,1","9,5","16,8","2,2"
"USW00023232","2013-03",7,6,0,NA,"2,8","13,5","26,1","35","13,9","20,8","6,9"
"USW00023232","2013-04",4,1,0,NA,"6,7","15,5","33,9","17,6","17,7","25,5","9,8"
"USW00023232","2013-05",4,1,0,NA,"8,3","5,1","34,4","7,7","20,2","28,1","12,4"
"USW00023232","2013-06",2,2,0,NA,"10","2,8","42,2","5,6","23","31,8","14,2"
"USW00023232","2013-07",0,0,0,NA,"11,7","0","42,8","0","24,6","33,9","15,2"
"USW00023232","2013-08",0,0,0,NA,"11,7","0","40","0","23,7","32,5","15"
"USW00023232","2013-09",2,2,0,NA,"8,9","12,4","38,3","14,9","21,7","29,5","13,9"
"USW00023232","2013-10",0,0,0,NA,"5","0","29,4","0","17,1","25,7","8,5"
"USW00023232","2013-11",3,3,0,NA,"2,2","10,2","26,7","22,4","13,1","20,2","6"
"USW00023232","2013-12",2,1,0,NA,"-5,5","10,7","21,1","11","7,4","15,1","-0,2"
"USW00023232","2014-01",3,0,0,NA,"-1","2","24,4","3,8","10,4","18,7","2,2"
"USW00023232","2014-02",10,6,1,NA,"-0,5","30,5","23,9","105,1","12,1","17,4","6,9"
"USW00023232","2014-03",10,6,0,NA,"3,9","15,2","27,2","45","14,9","20,9","8,8"
"USW00023232","2014-04",4,2,1,NA,"4,4","34,3","32,8","46,6","16,6","24","9,2"
"USW00023232","2014-05",0,0,0,NA,"7,8","0","36,1","0","20,5","28,9","12,2"
"USW00023232","2014-06",0,0,0,NA,"11,1","0","41,1","0","23,1","32,3","14"
"USW00023232","2014-07",1,0,0,NA,"13,9","0,3","40","0,3","25,1","33,8","16,4"
"USW00023232","2014-08",0,0,0,NA,"13,3","0","40","0","24","32","16"
"USW00023232","2014-09",2,2,0,NA,"11,7","8,9","39,4","11,7","23,5","31,7","15,2"
"USW00023232","2014-10",3,3,0,NA,"6,7","6,1","36,1","13,4","19,9","28","11,9"
"USW00023232","2014-11",8,7,0,NA,"2,8","6,6","26,1","31,8","13,5","19,3","7,7"
"USW00023232","2014-12",12,8,2,NA,"0,6","60,7","20,6","218,5","12","15,4","8,5"
"USW00023232","2015-01",0,0,0,NA,"-2,1","0","23,3","0","10","15,5","4,4"
"USW00023232","2015-02",4,2,2,NA,"0","34,3","23,3","71,6","13,2","19,2","7,1"
"USW00023232","2015-03",2,1,0,NA,"2,2","5,1","28,9","5,6","16,3","23,9","8,7"
"USW00023232","2015-04",4,3,0,NA,"2,8","24,4","33,3","47","16,6","24,4","8,8"
"USW00023232","2015-05",1,0,0,NA,"7,2","1,8","33,3","1,8","18,3","25,2","11,3"
"USW00023232","2015-06",1,0,0,NA,"12,2","1,8","41,7","1,8","24,5","33,7","15,3"
"USW00023232","2015-07",0,0,0,NA,"14,4","0","41,7","0","25,1","33,5","16,7"
"USW00023232","2015-08",0,0,0,NA,"13,9","0","41,1","0","24,7","33,5","16"
"USW00023232","2015-09",2,0,0,NA,"10","0,5","41,1","1","23,2","31,9","14,5"
"USW00023232","2015-10",4,0,0,NA,"8,9","2,3","35,6","3,2","21,1","29,1","13,1"
"USW00023232","2015-11",7,5,0,NA,"-2,7","10,7","22,2","40","10,7","17","4,4"
"USW00023232","2015-12",12,7,0,NA,"-2,7","10,2","17,8","44,6","8,2","13,3","3,1"
"USW00023232","2016-01",18,13,1,NA,"-0,5","33,3","17,8","138,2","10,2","14,1","6,2"
"USW00023232","2016-02",3,2,0,NA,"1,1","11,9","25,6","20,8","12,6","19,8","5,5"
"USW00023232","2016-03",10,8,1,NA,"2,8","38,9","25","128,8","13,9","19,3","8,5"
"USW00023232","2016-04",6,4,0,NA,"6,7","11,4","31,1","26,1","17,2","24,1","10,3"
"USW00023232","2016-05",4,1,0,NA,"9,4","8,4","38,3","10","20,1","27,7","12,5"
"USW00023232","2016-06",0,0,0,NA,"10,6","0","40","0","23,5","32,7","14,2"
"USW00023232","2016-07",0,0,0,NA,"12,8","0","40","0","24,4","33,5","15,2"
"USW00023232","2016-08",0,0,0,NA,"12,2","0","38,3","0","23,3","32,5","14,1"
"USW00023232","2016-09",0,0,0,NA,"9,4","0","36,7","0","21,9","30,8","13"
"USW00023232","2016-10",10,8,2,NA,"7,2","30","31,7","119,8","17,1","23,4","10,8"
"USW00023232","2016-11",8,6,0,NA,"1,7","6,9","24,4","28,4","12,6","18,2","7"
"USW00023232","2016-12",8,5,1,NA,"-2,7","53,8","16,7","91,7","7,5","12,6","2,4"
"USW00023232","2017-01",15,14,3,NA,"-1,6","52,1","17,2","252","8,2","12,2","4,3"
"USW00023232","2017-02",15,11,4,NA,"-0,5","44,2","19,4","209,6","11,2","15,4","7,1"
"USW00023232","2017-03",8,5,0,NA,"1,1","23,6","26,1","60,4","13,7","19,7","7,7"
"USW00023232","2017-04",9,6,1,NA,"2,8","28,2","28,9","74,4","14,9","21","8,9"
"USW00023232","2017-05",1,0,0,NA,"6,1","1,3","37,2","1,3","19,7","27,6","11,8"
"USW00023232","2017-06",1,1,0,NA,"8,3","2,5","41,7","2,5","23,6","32,3","14,9"
"USW00023232","2017-07",0,0,0,NA,"13,3","0","42,8","0","25,8","35,5","16"
"USW00023232","2017-08",0,0,0,NA,"13,3","0","43,3","0","25","33,8","16,1"
"USW00023232","2017-09",0,0,0,NA,"8,3","0","42,8","0","23,1","31,1","15"
"USW00023232","2017-10",2,1,0,NA,"5","2,5","31,1","3,8","17,8","26,6","8,9"
"USW00023232","2017-11",9,6,0,NA,"2,8","21,8","20,6","54","12,7","17,5","7,9"
"USW00023232","2017-12",2,1,0,NA,"-1","2,8","18,3","3,6","8,4","15,5","1,3"
"USW00023232","2018-01",11,7,2,NA,"0","64,8","18,3","132,2","10","14,2","5,7"
"USW00023232","2018-02",3,1,0,NA,"-1,6","14","23,3","15,3","10,1","17,6","2,6"
"USW00023232","2018-03",11,10,1,NA,"0","35,1","28,9","130,6","11,8","17,9","5,7"
"USW00023232","2018-04",5,3,1,NA,"1,7","30","30","50,9","14,9","21,8","7,9"
"USW00023232","2018-05",2,2,0,NA,"8,9","10,7","35,6","15,3","18,6","25,9","11,4"
"USW00023232","2018-06",0,0,0,NA,"9,4","0","38,9","0","22,6","31,9","13,4"
"USW00023232","2018-07",0,0,0,NA,"12,8","0","40","0","25,4","35","15,8"
"USW00023232","2018-08",0,0,0,NA,"12,2","0","37,8","0","23,1","31,7","14,6"
"USW00023232","2018-09",0,0,0,NA,"10,6","0","35,6","0","21,8","30,8","12,7"
"USW00023232","2018-10",1,0,0,NA,"5","1","29,4","1","18,5","26,8","10,1"
"USW00023232","2018-11",6,5,1,NA,"-0,5","25,7","28,3","62,8","12,3","19,4","5,1"
"USW00023232","2018-12",8,6,0,NA,"0,6","24,1","17,2","60,3","9,3","14,3","4,4"
"USW00023232","2019-01",11,6,2,NA,"-1,6","35,8","18,3","107,2","10,1","14,9","5,4"
"USW00023232","2019-02",15,12,2,NA,"-0,5","53,6","17,2","199,2","8,7","12,8","4,6"
"USW00023232","2019-03",14,8,0,NA,"3,3","21,6","23,9","95,6","12,1","17,6","6,6"
"USW00023232","2019-04",4,3,0,NA,"6,7","8,4","32,2","19,6","16,9","23,3","10,5"
"USW00023232","2019-05",6,5,1,NA,"6,1","30,5","31,1","80,5","17,2","23,8","10,6"
"USW00023232","2019-06",0,0,0,NA,"10","0","39,4","0","23,2","31,8","14,6"
"USW00023232","2019-07",0,0,0,NA,"13,3","0","40","0","24,5","33,2","15,8"
"USW00023232","2019-08",0,0,0,NA,"13,3","0","40,6","0","25,5","34,3","16,7"
"USW00023232","2019-09",2,0,0,NA,"7,2","2","37,8","3","22,3","30,5","14,1"
"USW00023232","2019-10",0,0,0,NA,"2,8","0","32,2","0","17,3","26,4","8,2"
"USW00023232","2019-11",3,2,0,NA,"-0,5","9,7","26,7","16,6","13,1","20,8","5,4"
"USW00023232","2019-12",14,10,0,NA,"-0,5","23,9","20","110,4","10,1","14,4","5,8"
"USW00023232","2020-01",7,3,0,NA,"0,6","10,4","19,4","29","9,3","14,1","4,5"
"USW00023232","2020-02",0,0,0,NA,"0","0","25","0","12,1","19,7","4,6"
"USW00023232","2020-03",8,5,0,NA,"1,7","17,3","27,8","40,1","12,3","17,9","6,6"
"USW00023232","2020-04",4,3,0,NA,"2,8","23,1","33,9","42,7","16,6","23,7","9,5"
"USW00023232","2020-05",5,2,0,NA,"6,7","3,3","39,4","8,2","20,7","29,1","12,3"
"USW00023232","2020-06",0,0,0,NA,"10,6","0","38,9","0","23,6","32,7","14,5"
"USW00023232","2020-07",0,0,0,NA,"12,8","0","40","0","24,8","34,6","14,9"
"USW00023232","2020-08",1,0,0,NA,"13,3","0,5","44,4","0,5","26,4","35,4","17,4"
"USW00023232","2020-09",0,0,0,NA,"13,3","0","42,8","0","24,3","33","15,7"
"USW00023232","2020-10",0,0,0,NA,"5","0","35,6","0","20,4","29,7","11,2"
"USW00023232","2020-11",3,2,0,NA,"-0,5","7,4","28,3","13,7","11,5","19","4"
"USW00023232","2020-12",7,4,0,NA,"0","19,8","23,3","39,2","9","15,2","2,8"
"USW00023232","2021-01",11,6,1,NA,"-2,7","28,4","23,3","63,5","9,4","14,8","3,9"
"USW00023232","2021-02",5,2,0,NA,"1,1","12,7","24,4","23","11,2","17,5","4,9"
"USW00023232","2021-03",5,5,0,NA,"1,1","10,2","28,3","26,9","12","18,9","5,1"
"USW00023232","2021-04",1,0,0,NA,"4,4","0,3","32,8","0,3","16,8","25,5","8,2"
"USW00023232","2021-05",1,0,0,NA,"6,1","0,3","40,6","0,3","20,8","29,5","12"
"USW00023232","2021-06",0,0,0,NA,"9,4","0","42,8","0","23,3","32,3","14,4"
"USW00023232","2021-07",0,0,0,NA,"12,2","0","42,8","0","25,1","35","15,3"
"USW00023232","2021-08",0,0,0,NA,"12,2","0","38,3","0","24,3","33,5","15"
"USW00023232","2021-09",2,0,0,NA,"8,3","1","40,6","1,3","23,1","32,3","13,9"
"USW00023232","2021-10",6,5,1,NA,"4,4","137,4","32,2","170,4","16,8","23,4","10,1"
"USW00023232","2021-11",5,2,0,NA,"1,7","8,4","22,2","17,3","12,2","17,6","6,9"
"USW00023232","2021-12",17,12,1,NA,"-0,5","63,8","21,1","177,3","7,5","11,1","4"
"USW00023232","2022-01",2,0,0,NA,"-2,1","1","18,9","1,3","9","15,4","2,6"
"USW00023232","2022-02",0,0,0,NA,"-2,7","0","24,4","0","10,7","18,6","2,8"
"USW00023232","2022-03",3,3,0,NA,"0,6","24,4","28,9","35,1","14,1","21,6","6,7"
"USW00023232","2022-04",8,3,0,NA,"0,6","4,1","31,1","16,4","15,7","23,5","7,9"
"USW00023232","2022-05",1,0,0,NA,"3,3","0,3","38,9","0,3","19,7","28,5","10,8"
"USW00023232","2022-06",1,0,0,NA,"10,6","2,3","40,6","2,3","24,2","33,1","15,2"
"USW00023232","2022-07",0,0,0,NA,"12,8","0","39,4","0","24,6","33,8","15,5"
"USW00023232","2022-08",0,0,0,NA,"14,4","0","41,1","0","25,7","34,9","16,5"
"USW00023232","2022-09",3,1,0,NA,"11,7","5,3","45,6","7,1","24,7","33,2","16,2"
"USW00023232","2022-10",0,0,0,NA,"5","0","36,1","0","19,3","27,9","10,7"
"USW00023232","2022-11",4,2,0,NA,"-1","18","21,7","24,2","10,2","17,3","3,1"
"USW00023232","2022-12",13,11,2,NA,"-1,6","53,8","15,6","197,8","7,7","11,7","3,6"
"USW00023232","2023-01",14,12,0,NA,"-1,6","25,1","20","130","9,6","14","5,1"
"USW00023232","2023-02",9,7,0,NA,"-1","18,5","22,2","66,4","8,6","14,6","2,6"
"USW00023232","2023-03",15,12,0,NA,"0,6","21,6","20","128,1","10,4","15","5,8"
"USW00023232","2023-04",1,1,0,NA,"2,8","3,8","32,2","3,8","15,3","22,5","8,2"
"USW00023232","2023-05",3,1,0,NA,"6,7","2,8","35","6,3","18,1","25,1","11"
"USW00023232","2023-06",0,0,0,NA,"10","0","38,3","0","20,7","28,5","12,9"
"USW00023232","2023-07",0,0,0,NA,"11,7","0","41,7","0","25,2","34,6","15,8"
"USW00023232","2023-08",0,0,0,NA,"13,9","0","40,6","0","25,3","34","16,6"
"USW00023232","2023-09",3,0,0,NA,"11,1","1,5","33,9","2,1","21,6","29","14,2"
"USW00023232","2023-10",2,2,0,NA,"2,8","12,4","35","15,2","18,7","26,7","10,6"
"USW00023232","2023-11",5,2,0,NA,"-0,5","5,3","27,2","9,1","12,9","20,1","5,8"
"USW00023232","2023-12",11,9,1,NA,"0","40,6","19,4","119,2","10,7","16,1","5,2"
"USW00023232","2024-01",12,9,0,NA,"0,6","19,6","21,7","89,8","10,5","14,6","6,4"
"USW00023232","2024-02",14,10,1,NA,"1,7","29","21,1","117,8","11,3","16","6,6"
"USW00023232","2024-03",11,8,0,NA,"4,4","13,7","23,3","41,1","12,8","17,9","7,7"
"USW00023232","2024-04",4,4,0,NA,"3,3","18,5","30","40,6","15,4","22,3","8,4"
"USW00023232","2024-05",1,1,0,NA,"5","14,5","35,6","14,5","19,4","27,9","10,9"
"USW00023232","2024-06",0,0,0,NA,"11,1","0","38,9","0","24","33,2","14,8"
"USW00023232","2024-07",0,0,0,NA,"12,8","0","43,3","0","27,3","37","17,5"
"USW00023232","2024-08",1,0,0,NA,"12,2","0,8","38,3","0,8","24,3","33,2","15,4"
"USW00023232","2024-09",0,0,0,NA,"11,7","0","38,9","0","23,2","32,3","14,1"
"USW00023232","2024-10",1,1,0,NA,"5,6","6,4","38,9","6,4","20,2","28,7","11,8"
"USW00023232","2024-11",11,9,1,NA,"0","49,8","21,7","89,9","11,1","17,3","4,9"
"USW00023232","2024-12",12,9,1,NA,"0","27,9","18,9","89,6","10,1","14,8","5,5"
