"STATION","DATE","DP01","DP10","DP1X","DSND","EMNT","EMXP","EMXT","PRCP","TAVG","TMAX","TMIN"
"USW00093822","2007-09",6,4,0,0,"1,7","20,8","35,6","40,7","21,7","29,5","13,9"
"USW00093822","2007-10",9,5,1,0,"-1,1","35,3","32,8","73,9","15,6","22","9,3"
"USW00093822","2007-11",5,3,1,0,"-7,2","40,1","23,3","58","6,2","11,9","0,5"
"USW00093822","2007-12",18,9,0,11,"-11,1","22,6","15,6","92,9","-0,5","3","-4"
"USW00093822","2008-01",11,5,2,2,"-18,9","42,7","20,6","93,1","-1,9","3,3","-7,1"
"USW00093822","2008-02",16,11,1,9,"-13,9","35,1","13,3","121,4","-3","1,3","-7,3"
"USW00093822","2008-03",12,8,0,2,"-11,7","17,3","22,2","71,2","4,6","9,9","-0,7"
"USW00093822","2008-04",11,4,1,0,"-2,8","32","26,7","92,6","10,6","16,2","5"
"USW00093822","2008-05",12,9,2,0,"2,2","48","30,6","128","15,7","21,7","9,6"
"USW00093822","2008-06",13,10,1,0,"13,3","119,6","33,9","190,2","23,4","29","17,9"
"USW00093822","2008-07",11,10,3,0,"13,3","59,2","32,8","240","23,5","28,8","18,1"
"USW00093822","2008-08",4,3,0,0,"10,6","20,6","33,9","40,9","22","28,1","15,9"
"USW00093822","2008-09",9,7,3,0,"8,3","75,4","32,8","216,7","19,3","25,1","13,6"
"USW00093822","2008-10",5,4,0,0,"-2,8","22,9","29,4","46,5","12,8","19,1","6,5"
"USW00093822","2008-11",9,2,0,0,"-8,9","9,9","23,9","25","5,4","10,1","0,6"
"USW00093822","2008-12",12,9,1,5,"-17,2","30,2","18,3","99,5","-1,9","3","-6,9"
"USW00093822","2009-01",12,2,0,13,"-22,8","4,1","11,7","16,7","-4,9","0","-9,9"
"USW00093822","2009-02",5,2,0,1,"-14,4","18","19,4","31,5","1,5","6,7","-3,8"
"USW00093822","2009-03",9,8,1,1,"-11,7","26,4","24,4","101,6","7,5","13,3","1,7"
"USW00093822","2009-04",14,8,1,0,"-1,1","34,5","30,6","145,5","11,9","17,6","6,1"
"USW00093822","2009-05",11,8,2,0,"4,4","56,1","30,6","143","17,9","23,9","12"
"USW00093822","2009-06",13,8,2,0,"8,9","67,1","35,6","194,1","23,5","29,1","17,9"
"USW00093822","2009-07",8,4,0,0,"11,1","24,4","30,6","82,8","21,8","27,2","16,4"
"USW00093822","2009-08",12,6,0,0,"8,9","21,1","32,8","77,2","22,1","27,5","16,6"
"USW00093822","2009-09",6,3,1,0,"5,6","41,9","29,4","55,4","19,2","25,3","13"
"USW00093822","2009-10",16,13,3,0,"-1,7","52,8","22,2","287,4","10,8","15,3","6,3"
"USW00093822","2009-11",10,6,1,0,"-3,3","25,4","24,4","88,6","9,4","14,4","4,4"
"USW00093822","2009-12",15,9,2,10,"-14,4","37,8","14,4","112,9","-1","2,9","-4,9"
"USW00093822","2010-01",9,5,0,21,"-23,3","9,4","10","33,6","-5,8","-2,3","-9,4"
"USW00093822","2010-02",11,5,0,16,"-16,1","23,4","7,2","54,2","-3,3","0,9","-7,5"
"USW00093822","2010-03",12,5,0,0,"-5,6","17,8","27,2","59,7","7,7","13,1","2,3"
"USW00093822","2010-04",13,10,0,0,"0","20,8","30","88,3","16,1","22,8","9,4"
"USW00093822","2010-05",15,12,4,0,"1,1","44,7","33,3","220,4","18,5","24","13"
"USW00093822","2010-06",16,12,2,0,"15","49,3","33,3","206,9","24,8","29,7","19,8"
"USW00093822","2010-07",9,6,2,0,"13,9","63,8","34,4","149,7","26,1","31,4","20,7"
"USW00093822","2010-08",6,5,1,0,"12,2","42,7","36,7","64,6","25,8","31,6","19,9"
"USW00093822","2010-09",11,9,2,0,"7,2","90,2","32,8","201,8","20,3","26,8","13,8"
"USW00093822","2010-10",4,4,0,0,"-2,8","10,2","30,6","25,2","14","21,8","6,3"
"USW00093822","2010-11",7,3,0,0,"-5,6","20,8","23,9","45,5","7,4","13,5","1,2"
"USW00093822","2010-12",9,4,0,15,"-19,4","13,7","16,7","42,5","-2,9","0,8","-6,5"
"USW00093822","2011-01",12,3,0,22,"-23,3","6,4","5,6","24,4","-5,1","-1,1","-9,1"
"USW00093822","2011-02",12,9,0,16,"-22,8","23,9","20","71,4","-0,4","4,3","-5,1"
"USW00093822","2011-03",10,2,1,0,"-4,4","26,4","24,4","40,7","6,5","11,6","1,3"
"USW00093822","2011-04",14,9,3,0,"-0,6","30,7","31,1","138,7","13,2","19,4","7"
"USW00093822","2011-05",10,7,0,0,"1,7","25,1","32,8","85,1","17,9","23,6","12,2"
"USW00093822","2011-06",17,13,2,0,"11,1","30,5","35,6","160,3","23,1","28,3","18"
"USW00093822","2011-07",5,3,0,0,"16,1","11,7","36,7","27,5","27,4","33,1","21,8"
"USW00093822","2011-08",3,1,0,0,"11,7","4,3","37,2","6,3","24,9","31,9","17,9"
"USW00093822","2011-09",11,4,0,0,"2,8","14,2","38,9","43,3","18","24,7","11,3"
"USW00093822","2011-10",8,3,0,0,"-2,2","14,5","30,6","29,9","13,5","20,9","6"
"USW00093822","2011-11",8,6,1,0,"-5","34","23,3","84,1","8,9","13,5","4,2"
"USW00093822","2011-12",12,8,0,0,"-10,6","16,5","15","66,6","3,1","7,1","-1"
"USW00093822","2012-01",10,3,0,4,"-14,4","16,5","17,8","37,6","0,9","6,4","-4,6"
"USW00093822","2012-02",13,5,0,2,"-10,6","10,7","17,2","40,5","2,8","8,2","-2,6"
"USW00093822","2012-03",10,7,0,1,"-10,6","8,6","28,3","42,5","14","20,5","7,5"
"USW00093822","2012-04",10,8,2,0,"-2,2","30,5","31,1","113,9","13,8","20,7","6,9"
"USW00093822","2012-05",6,4,1,0,"6,1","59,2","32,8","108,8","20,8","27,3","14,3"
"USW00093822","2012-06",5,3,0,0,"8,9","9,7","38,3","24","22,7","29,6","15,9"
"USW00093822","2012-07",5,2,0,0,"15,6","3,3","40","8,7","28,3","35,4","21,1"
"USW00093822","2012-08",9,6,1,0,"9,4","37,8","36,7","74,7","24","32","16,1"
"USW00093822","2012-09",8,4,1,0,"0,6","47","33,9","73,5","18,8","26","11,6"
"USW00093822","2012-10",11,7,2,0,"-0,6","49,3","27,8","127,9","12","17,6","6,4"
"USW00093822","2012-11",4,3,0,0,"-7,8","22,6","23,9","28,7","6,7","12,4","1"
"USW00093822","2012-12",11,8,0,3,"-11,1","24,4","23,3","83,4","3,5","7,7","-0,7"
"USW00093822","2013-01",9,6,1,1,"-17,2","33,5","18,9","69","-1,2","4,2","-6,6"
"USW00093822","2013-02",11,6,1,6,"-15,6","33,3","13,9","76,2","-0,6","3,7","-4,8"
"USW00093822","2013-03",10,4,2,9,"-10,6","39,4","17,8","84,7","1,9","6,5","-2,6"
"USW00093822","2013-04",13,7,2,0,"-4,3","40,1","28,9","128,9","10,8","16,6","5"
"USW00093822","2013-05",16,13,4,0,"2,2","55,4","31,7","276,9","18","23,6","12,4"
"USW00093822","2013-06",11,3,1,0,"10","31,5","35","52,1","22,7","28,3","17,1"
"USW00093822","2013-07",7,4,1,0,"8,9","27,9","34,4","82,8","23,3","28,9","17,7"
"USW00093822","2013-08",2,2,0,0,"8,9","5,6","35","8,6","22,9","29,2","16,6"
"USW00093822","2013-09",7,5,0,0,"5,6","11,4","34,4","31,7","20,4","27,4","13,5"
"USW00093822","2013-10",12,5,2,0,"-6","27,9","31,1","91,6","12,6","19,4","5,8"
"USW00093822","2013-11",9,5,0,1,"-13,2","10,7","23,3","31,4","3,9","9,4","-1,7"
"USW00093822","2013-12",7,3,0,6,"-17,1","16,3","16,7","40,7","-2,6","2,5","-7,6"
"USW00093822","2014-01",12,5,0,15,"-24,9","22,9","10,6","56,7","-5,9","-0,5","-11,4"
"USW00093822","2014-02",12,7,0,21,"-24,9","18,5","17,2","81","-6,6","-1,1","-12,1"
"USW00093822","2014-03",7,4,0,5,"-18,8","14,5","23,3","45,5","2,9","9,3","-3,4"
"USW00093822","2014-04",11,8,1,0,"-1,6","34,8","27,8","109,6","13,1","19,4","6,7"
"USW00093822","2014-05",11,8,0,0,"2,8","15,2","31,7","70,1","19,1","25,1","13,2"
"USW00093822","2014-06",14,8,3,0,"10,6","65,3","32,8","225,5","23,9","29,1","18,6"
"USW00093822","2014-07",5,4,1,0,"11,1","25,4","32,2","64,3","22","28,1","15,9"
"USW00093822","2014-08",15,5,2,0,"11,7","63,2","35,6","168,7","24,2","29,1","19,4"
"USW00093822","2014-09",8,7,1,0,"4,4","60,5","35","131,5","18,9","25,4","12,4"
"USW00093822","2014-10",12,6,1,0,"0","31,5","29,4","104,7","13,1","18,9","7,3"
"USW00093822","2014-11",8,5,0,2,"-12,7","17,3","20,6","47,4","2,4","7,9","-3"
"USW00093822","2014-12",9,3,0,0,"-13,2","18,5","13,3","49,5","1,4","4,7","-1,8"
"USW00093822","2015-01",11,4,0,10,"-21","12,7","11,1","35,6","-2,5","2,3","-7,3"
"USW00093822","2015-02",11,5,0,20,"-25,5","14,2","13,9","47,8","-6,3","-0,8","-11,9"
"USW00093822","2015-03",9,4,0,8,"-17,7","14","25,6","39,6","4,7","10,8","-1,4"
"USW00093822","2015-04",9,4,0,0,"-3,2","20,8","27,8","54","13,5","20,3","6,8"
"USW00093822","2015-05",16,12,2,0,"0","34,5","31,1","151,1","19,5","25,3","13,7"
"USW00093822","2015-06",16,14,3,0,"12,2","43,2","33,9","232","23,7","28,5","18,9"
"USW00093822","2015-07",10,7,1,0,"13,9","54,1","35,6","105,7","24,6","29,8","19,5"
"USW00093822","2015-08",7,2,1,0,"9,4","30,7","33,3","40","23","29,1","16,8"
"USW00093822","2015-09",5,4,2,0,"5,6","38,6","35,6","108,9","22,6","29,4","15,8"
"USW00093822","2015-10",7,4,0,0,"-2,7","19,6","27,8","37,4","14","20,9","7,1"
"USW00093822","2015-11",12,8,1,0,"-8,8","30,5","22,8","101,9","9,1","14,7","3,5"
"USW00093822","2015-12",12,8,2,0,"-7,1","49,3","21,1","166,8","5,8","9,7","1,9"
"USW00093822","2016-01",7,4,0,13,"-17,1","8,4","16,7","27,7","-1,7","2,9","-6,3"
"USW00093822","2016-02",6,4,0,8,"-13,8","10,7","23,3","31,5","1,9","6,9","-3,1"
"USW00093822","2016-03",12,8,2,0,"-8,8","54,9","25","142,1","9,9","15,3","4,5"
"USW00093822","2016-04",10,7,0,0,"-2,7","15,5","29,4","70,4","12,9","19","6,8"
"USW00093822","2016-05",11,7,0,0,"5,6","12,7","31,1","73,6","17,9","23,8","12,1"
"USW00093822","2016-06",6,3,1,0,"10","35,8","35","49,2","25","31,5","18,4"
"USW00093822","2016-07",15,13,1,0,"14,4","83,1","34,4","241,7","25,3","30,4","20,2"
"USW00093822","2016-08",11,8,3,0,"12,8","142","34,4","275","25,2","30,1","20,4"
"USW00093822","2016-09",8,6,0,0,"10,6","20,1","34,4","46,9","22,7","28,8","16,6"
"USW00093822","2016-10",8,4,0,0,"2,2","24,9","31,1","51,3","16,6","22,8","10,4"
"USW00093822","2016-11",7,6,0,0,"-4,9","16,3","27,8","54,5","9,7","15,1","4,3"
"USW00093822","2016-12",8,2,0,1,"-19,3","10,9","16,7","23,2","-0,6","3,3","-4,4"
"USW00093822","2017-01",12,4,0,1,"-17,7","8,4","18,3","25,9","1,3","5,4","-2,9"
"USW00093822","2017-02",7,3,0,1,"-12,7","4,1","24,4","11,6","6,2","12,7","-0,4"
"USW00093822","2017-03",13,8,1,3,"-9,9","43,2","26,7","108,2","7,5","12,6","2,4"
"USW00093822","2017-04",13,8,2,0,"2,2","57,2","29,4","175,9","15,1","21,1","9,2"
"USW00093822","2017-05",12,7,1,0,"5,6","41,1","32,2","103,5","18,1","24","12,2"
"USW00093822","2017-06",10,4,0,0,"10","9,9","35","40","24,1","30,6","17,5"
"USW00093822","2017-07",9,6,2,0,"14,4","48,3","35,6","130,9","25,8","31,9","19,8"
"USW00093822","2017-08",8,4,0,0,"11,7","14,2","33,3","40,7","22,1","28,5","15,8"
"USW00093822","2017-09",1,0,0,0,"5,6","0,3","35,6","0,3","21,4","29,1","13,7"
"USW00093822","2017-10",14,7,1,0,"-4,9","57,9","31,1","133,4","15,6","21,2","9,9"
"USW00093822","2017-11",8,3,0,0,"-6","9,7","21,7","21,5","7,1","12,8","1,3"
"USW00093822","2017-12",6,1,0,7,"-22,7","4,6","19,4","9,4","-0,7","4,7","-6,1"
"USW00093822","2018-01",5,2,0,12,"-24,9","7,4","17,2","13,5","-3,1","2,6","-8,7"
"USW00093822","2018-02",14,6,1,2,"-19,3","55,1","20","106,6","1,1","6,7","-4,4"
"USW00093822","2018-03",11,7,1,0,"-7,1","42,4","16,7","110,7","4,8","10,2","-0,6"
"USW00093822","2018-04",7,6,0,2,"-8,8","17,5","28,3","55,4","8,8","15,4","2,3"
"USW00093822","2018-05",10,6,1,0,"10","25,4","36,7","72,2","23,6","30,3","16,9"
"USW00093822","2018-06",11,9,1,0,"11,1","25,7","35","109,1","25","30,8","19,3"
"USW00093822","2018-07",8,6,3,0,"13,3","71,1","34,4","161","24,5","30,2","18,8"
"USW00093822","2018-08",8,7,2,0,"11,1","58,2","34,4","160,6","24,8","30,2","19,4"
"USW00093822","2018-09",4,2,1,0,"6,1","69,1","36,1","81,6","22,3","28,6","15,9"
"USW00093822","2018-10",14,7,1,0,"-6","39,6","32,2","84,7","12,8","19,1","6,4"
"USW00093822","2018-11",12,8,0,9,"-11,6","12,4","13,9","73,9","1,8","5,8","-2,3"
"USW00093822","2018-12",11,5,2,5,"-13,2","52,8","16,7","124,9","1,6","6,3","-3,2"
"USW00093822","2019-01",11,8,0,20,"-25,5","20,8","17,2","74,7","-3,6","0,8","-8,1"
"USW00093822","2019-02",11,5,0,2,"-13,2","14,2","14,4","48,1","-0,8","3,4","-5"
"USW00093822","2019-03",13,9,1,4,"-19,9","35,1","22,8","116,9","3,5","8,9","-2"
"USW00093822","2019-04",15,10,2,0,"-2,7","48,5","27,2","156,6","12,2","18,1","6,3"
"USW00093822","2019-05",16,13,1,0,"5","36,8","31,7","160,5","17,9","23,4","12,4"
"USW00093822","2019-06",14,8,3,0,"10,6","48,3","34,4","181,4","22,3","28","16,6"
"USW00093822","2019-07",5,2,0,0,"12,2","7,4","35,6","13,3","25,7","31,5","19,9"
"USW00093822","2019-08",9,7,1,0,"12,8","39,4","33,3","99,6","23","28,6","17,3"
"USW00093822","2019-09",12,7,2,0,"11,1","83,8","32,8","179,5","22,9","28,8","16,9"
"USW00093822","2019-10",10,8,2,0,"-3,2","50,8","32,8","118,4","11,9","17,8","5,9"
"USW00093822","2019-11",9,7,0,5,"-14,9","20,3","16,7","56,4","2,9","8,3","-2,5"
"USW00093822","2019-12",5,3,1,8,"-13,8","30","17,8","48,5","2,1","7,2","-3,1"
"USW00093822","2020-01",11,5,2,6,"-14,9","40,4","15","114,1","0,2","3,8","-3,4"
"USW00093822","2020-02",12,8,0,10,"-20,5","17,3","18,9","83,4","0","4,3","-4,3"
"USW00093822","2020-03",13,9,0,1,"-3,2","16,8","22,2","84","7,6","12,4","2,8"
"USW00093822","2020-04",15,9,2,1,"-3,2","55,6","30,6","163,5","10,6","16,9","4,2"
"USW00093822","2020-05",18,9,2,0,"0","44,2","31,1","149,5","16,3","21,4","11,3"
"USW00093822","2020-06",8,4,0,0,"10,6","19,8","34,4","62,3","24,2","30,5","17,8"
"USW00093822","2020-07",11,8,1,0,"15,6","59,7","33,9","138","25,4","30,8","20"
"USW00093822","2020-08",4,4,0,0,"10,6","15,7","33,9","41,4","22,8","29,1","16,4"
"USW00093822","2020-09",5,5,1,0,"4,4","31,5","31,1","62,2","19,2","25,8","12,6"
"USW00093822","2020-10",11,4,0,0,"-3,8","13,2","30","37,2","11,3","18,1","4,6"
"USW00093822","2020-11",8,7,0,0,"-6,6","15,2","24,4","52,5","8,5","14,5","2,5"
"USW00093822","2020-12",5,4,0,0,"-14,3","8,1","17,8","26,6","0,9","6,3","-4,4"
"USW00093822","2021-01",11,9,1,12,"-18,2","28,7","11,1","83,3","-1,1","2,2","-4,4"
"USW00093822","2021-02",11,3,0,17,"-22,1","14,2","14,4","44,4","-5,8","-1,6","-10,1"
"USW00093822","2021-03",8,7,1,0,"-6","37,1","22,8","116,6","8,4","14,3","2,7"
"USW00093822","2021-04",9,8,0,0,"-4,9","16,5","28,3","75,1","12,1","18,1","6"
"USW00093822","2021-05",14,9,2,0,"1,1","38,6","31,1","153,8","17","22,6","11,3"
"USW00093822","2021-06",11,6,2,0,"8,9","48,3","37,2","137,6","24,3","30,2","18,4"
"USW00093822","2021-07",10,8,3,0,"14,4","37,3","33,3","131","23,9","28,9","18,9"
"USW00093822","2021-08",9,6,2,0,"12,2","55,4","34,4","144,7","24,6","30,3","18,9"
"USW00093822","2021-09",5,3,1,0,"5,6","59,9","32,8","97,5","21,1","28","14,1"
"USW00093822","2021-10",14,8,2,0,"2,8","54,4","30,6","147,7","15,7","20,9","10,6"
"USW00093822","2021-11",7,2,0,0,"-8,2","6,6","21,1","13","5,3","11,3","-0,6"
"USW00093822","2021-12",11,5,0,0,"-8,2","16,5","18,9","49,6","5,5","11","0"
"USW00093822","2022-01",6,1,0,4,"-17,8","11,7","11,1","16,2","-4,6","1","-10,1"
"USW00093822","2022-02",5,5,0,21,"-18,8","14,7","16,1","53","-1,4","3,9","-6,7"
"USW00093822","2022-03",13,9,1,2,"-12,7","39,6","24,4","114,2","6,7","12,2","1,3"
"USW00093822","2022-04",13,7,0,0,"-1","17","28,9","66,6","10,7","16,6","4,8"
"USW00093822","2022-05",11,7,0,0,"4,4","23,1","34,4","86,2","19,2","24,9","13,5"
"USW00093822","2022-06",5,5,2,0,"11,7","33,5","36,1","93,7","23,6","29,7","17,4"
"USW00093822","2022-07",11,5,2,0,"13,3","94,2","36,1","153,1","24,4","29,7","19,1"
"USW00093822","2022-08",11,7,2,0,"12,8","47,5","33,3","137","23,6","29,3","18"
"USW00093822","2022-09",8,5,1,0,"2,2","50,5","35","93,9","19,4","25,7","13,2"
"USW00093822","2022-10",9,6,1,0,"-4,9","30,2","27,2","79,4","11,8","19,2","4,3"
"USW00093822","2022-11",7,3,1,0,"-11,6","35,3","26,1","57,3","6,3","11,9","0,7"
"USW00093822","2022-12",4,4,1,0,"-22,1","40,1","17,8","60,9","-0,3","4,3","-4,8"
"USW00093822","2023-01",13,6,0,3,"-14,9","19,8","19,4","46,2","1,8","5,6","-2,1"
"USW00093822","2023-02",8,5,0,0,"-14,3","18,8","15,6","53,1","3,1","9","-2,9"
"USW00093822","2023-03",13,8,1,0,"-8,8","42,2","26,1","87,9","5,6","11,1","0,1"
"USW00093822","2023-04",5,5,0,0,"-1,6","16,5","28,3","51,1","12,6","19,9","5,3"
"USW00093822","2023-05",7,6,2,0,"1,7","32,8","32,2","89,4","18,6","25,8","11,5"
"USW00093822","2023-06",3,2,1,0,"8,9","25,7","34,4","34,9","22,5","29,9","15,1"
"USW00093822","2023-07",9,5,2,0,"13,9","47,5","35,6","101,3","24,3","30,1","18,4"
"USW00093822","2023-08",9,6,2,0,"8,3","92,5","37,2","158,7","23,2","28,9","17,4"
"USW00093822","2023-09",7,5,0,0,"5,6","24,4","33,3","50,4","20,6","27,5","13,7"
"USW00093822","2023-10",10,6,2,0,"-4,3","31,5","31,7","96,3","13,7","19,8","7,6"
"USW00093822","2023-11",5,3,0,0,"-9,9","10,4","26,1","20,3","6,7","13","0,4"
"USW00093822","2023-12",11,6,0,0,"-8,8","23,9","17,2","75,6","4,7","8,4","1,1"
"USW00093822","2024-01",19,12,0,9,"-24,3","16,3","7,8","110,2","-2,9","0,4","-6,2"
"USW00093822","2024-02",3,1,0,3,"-16,6","11,9","26,7","12,9","4,8","11,5","-1,8"
"USW00093822","2024-03",9,5,1,0,"-4,3","25,7","24,4","93,6","9,2","15,6","2,8"
"USW00093822","2024-04",13,7,2,0,"","36,3","30,6","144,9","","19,1",""
"USW00093822","2024-05",12,8,0,0,"10","19","32,8","63,4","20,3","26,2","14,4"
"USW00093822","2024-06",8,3,1,0,"9,4","35,8","35","66,9","24,2","30,2","18,3"
"USW00093822","2024-07",12,9,2,0,"9,4","72,4","33,9","192,6","23,5","28,9","18,1"
"USW00093822","2024-08",5,4,1,0,"10","31,5","36,7","95,5","23,3","29","17,6"
"USW00093822","2024-09",9,4,0,0,"4,4","17,3","33,9","42,2","20,3","27,5","13,1"
"USW00093822","2024-10",5,3,0,0,"-2,7","17,8","31,7","36,1","14,8","23,3","6,2"
"USW00093822","2024-11",9,7,2,0,"-8,8","71,6","20","167,1","8,1","12,6","3,6"
"USW00093822","2024-12",15,5,0,0,"-13,2","20,1","16,7","51,7","1,5","6,1","-3"
